kepid,kepler_name,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_ror,koi_prad,koi_max_mult_ev,koi_model_snr,koi_num_transits,koi_fwm_stat_sig,koi_eccen,koi_srho,koi_sma,koi_max_sngle_ev,koi_model_chisq
7119080,,FALSE POSITIVE,13.59940118,,2.52,,,,52.84276,,86,0.0,,,,19.68852,
7129465,,FALSE POSITIVE,2.745910734,0.639,4.02594,286812,0.583397,61.16,16794.674,1550.9,0,,0,1.11048,0.0362,1538.7793,
11724210,,FALSE POSITIVE,5.746017234,1.008,3.6347,29236.3,0.279646,29.32,1499.5348,393.9,237,0.0,0,0.50373,0.0607,154.80766,
11856178,,CANDIDATE,9.13315062,0.275,2.1557,231.2,0.014047,1.48,25.97202,23.0,109,0.037,0,7.15701,0.0867,4.80566,
11867071,,FALSE POSITIVE,3.963787093,0.95,3.10316,25015.2,0.218176,28.11,794.98206,584.8,41,0.51,0,0.51183,0.0521,185.94638,
11975363,,FALSE POSITIVE,1.759208679,0.548,4.60837,362327,0.629529,66.06,17093.107,1967.2,0,,0,0.5939,0.0281,1113.96,
12207117,,FALSE POSITIVE,1.6031794,,0.91,,,,53.488964,,841,0.0,,0.00864,,9.997928,
8580438,,FALSE POSITIVE,6.496031958,0.065,5.21924,108889,0.299669,32.33,7242.694,1797.6,208,0.0,0,0.84758,0.0639,909.35254,
8581232,,FALSE POSITIVE,4.012537983,0.783,2.0101,19796,0.144714,9.96,891.057,166.0,334,0.0,0,2.44756,0.0421,101.62613,
8655458,,FALSE POSITIVE,1.594162001,1.128,5.4958,9876.3,0.270214,26.11,776.90173,415.0,845,0.0,0,0.03999,0.0248,72.4885,
8695779,,FALSE POSITIVE,10.238939876,1.022,3.4851,3153.1,0.11196,22.09,386.6577,427.6,130,0.001,0,0.17355,0.0968,46.237762,
9048145,,FALSE POSITIVE,8.667826242,0.822,5.06514,43491,0.223318,37.51,5860.6807,4638.1,155,0.0,0,0.42237,0.0899,748.4666,
9214712,,FALSE POSITIVE,265.2996227,0.798,8.8452,100158,0.358753,33.81,847.60876,616.3,5,0.0,0,4.29723,0.7968,417.6867,
9214712,,FALSE POSITIVE,265.299451,0.88,4.563,4946,0.075359,7.1,32.636223,34.3,5,0.0,0,5.56265,0.7968,20.148775,
9214715,,FALSE POSITIVE,265.2999623,0.928,8.8577,31778,0.234765,25.56,361.84592,154.7,5,0.0,0,1.74186,0.8276,252.13087,
9214715,,FALSE POSITIVE,265.310499,0.913,4.013,1530,0.043088,4.69,12.845109,11.6,4,0.013,0,4.43507,0.8276,10.007227,
7190639,,FALSE POSITIVE,98.1020983,0.1865,1.225,184.4,0.012633,1.97,,6.9,,0.377,0,443.42603,0.448,,
7198881,,FALSE POSITIVE,182.467019,0.0158,7.607,1020,0.029258,3.73,,12.5,,0.011,0,3.81147,0.6787,,
7198881,,FALSE POSITIVE,126.57837267,,2.5,,,,,,,0.383,,,,,
7422883,,FALSE POSITIVE,11.41437505,0.895,6.276,45966,0.265593,44.08,385.94577,34.2,119,,0,0.28187,0.1082,84.81421,
7464205,,FALSE POSITIVE,151.31847,0.3788,16.45,105.4,0.009528,1.13,,6.0,,0.18,0,0.23528,0.5471,,
12470041,,FALSE POSITIVE,14.66769462,1.169,2.4462,29862,0.412115,145.18,611.1291,86.5,90,0.019,0,4.19797,0.1473,162.63353,
9221398,,FALSE POSITIVE,13.787520532,0.99,2.55435,12978.3,0.179945,25.33,2201.4736,2126.1,97,0.888,0,1.84573,0.1211,331.4358,
9411317,,FALSE POSITIVE,8.2904597,0.426,2.6002,173007,0.387641,23.96,333.75443,297.2,11,0.0,0,9.168,0.0661,114.28465,
9418619,,CANDIDATE,6.150251376,1.27,1.68923,2128.7,0.319491,100.03,1004.3967,471.0,175,,0,0.50105,0.0875,117.93268,
9532123,,FALSE POSITIVE,8.214204254,1.092,4.5905,74177,0.500312,42.29,840.43097,613.1,35,0.0,0,0.78916,0.0755,171.57977,
9549471,,FALSE POSITIVE,15.71377375,0.864,7.464,9482,0.10354,10.85,313.64734,98.1,86,0.0,0,0.10438,0.1192,119.05926,
9649222,,FALSE POSITIVE,5.918619554,0.258,3.94804,94124,0.282768,29.98,3800.485,1117.0,229,0.0,0,1.6165,0.0658,404.77362,
9664215,,FALSE POSITIVE,3.319523463,1.162,3.3465,38832,0.444182,38.37,2110.4111,249.4,322,0.027,0,0.49846,0.0416,178.18674,
7750740,,FALSE POSITIVE,5.874197307,0.7,4.26585,205698,0.50055,59.2,10478.589,2200.0,225,0.0,0,1.50506,0.0635,1094.4182,
7779942,,FALSE POSITIVE,19.7959731,0.156,5.342,334,0.016932,3.47,23.22646,16.6,72,0.0,0,1.11206,0.161,6.7418017,
7835312,,CANDIDATE,29.5126153,0.188,6.314,188.2,0.01247,1.84,8.753504,9.4,48,0.071,0,0.97403,0.1888,4.5998774,
7835312,,FALSE POSITIVE,209.00055019,,2.52,,,,,,,0.297,,,,,
7838906,,FALSE POSITIVE,5.614892073,1.243,3.7294,2373,0.306008,1192.79,405.81424,122.3,236,0.012,0,0.06524,0.0761,54.03765,
7838906,,FALSE POSITIVE,35.4261827,1.004,4.393,317.6,0.039437,153.72,16.037567,7.1,34,0.18,0,0.06789,0.2599,5.6074753,
7908367,Kepler-1642 b,CONFIRMED,12.2064304,0.104,2.407,1337.2,0.032713,5.41,18.332762,16.2,5,0.656,0,8.01064,0.1016,12.095939,
7908367,Kepler-1642 c,CONFIRMED,6.6513189,0.064,2.135,1058.4,0.029092,4.81,18.156115,15.3,9,0.137,0,6.25015,0.0678,8.495055,
7940533,,FALSE POSITIVE,3.905532605,0.002,6.8091,73081,0.245249,21.37,1350.6888,350.4,343,0.0,0,0.2068,0.0453,261.36987,
9966115,,FALSE POSITIVE,8.947426242,0.517,4.89701,85995.2,0.27895,45.87,11636.365,7878.0,121,0.0,0,1.0331,0.0892,1561.8658,
10026458,,FALSE POSITIVE,9.93443795,1.264,8.098,2750,0.326094,35.54,107.227135,92.8,106,0.0,0,0.01203,0.0936,39.130756,
10139305,,FALSE POSITIVE,2.173552528,1.297,1.6107,3026,0.362481,23.51,28.37828,35.9,611,0.0,0,0.36473,0.0276,9.830503,
8182107,,CANDIDATE,92.552007,0.513,2.135,282.6,0.015755,2.1,7.5794725,7.3,15,0.464,0,54.01612,0.4134,4.5711503,
8058507,,FALSE POSITIVE,15.80529628,,1.56,,,,,,,0.37,,,,,
8095099,,FALSE POSITIVE,2.103239235,0.62,7.08365,314928,0.608805,64.15,16876.35,3069.4,0,,0,0.18873,0.0321,1513.8164,
8163784,,CANDIDATE,31.8134892,0.2316,1.422,234.2,0.013972,1.18,,5.2,,0.119,0,89.72208,0.186,,
10659313,,FALSE POSITIVE,15.249335907,1.077,3.82224,34565.1,0.353651,45.92,2449.7307,635.5,90,0.0,0,1.27573,0.1231,349.69742,
10710755,,FALSE POSITIVE,4.816610903,0.431,3.82353,80226,0.264897,26.15,2409.2993,759.1,273,0.0,0,1.23109,0.0536,242.88426,
10727668,,FALSE POSITIVE,2.305903447,0.003,3.3828,23268.7,0.143473,39.04,571.6555,511.7,118,0.0,0,0.76512,0.046,68.338135,
10735519,,FALSE POSITIVE,1.814128042,1.246,3.0646,2063.6,0.30313,426.98,63.973824,163.9,1483,0.017,0,0.05608,0.041,10.513823,
8197767,,FALSE POSITIVE,1.247121237,1.223,9.363,966.7,0.258652,18.39,10.047079,92.1,1074,,0,0.02516,0.0195,3.8992763,
10935310,,FALSE POSITIVE,4.128795314,0.739,2.771,154870,0.439667,52,13815.108,1041.8,261,0.0,0,3.11059,0.0482,2094.1123,
11021252,,FALSE POSITIVE,3.269176601,2.195,2.7233,59095,1.4851,164.61,838.71173,515.5,163,0.002,0,2.31211,0.0441,94.95967,
11404644,,CANDIDATE,5.902596818,0.168,5.5711,54894,0.215997,25.8,2769.7532,533.9,229,0.0,0,0.50701,0.0645,254.9628,
8165617,,CANDIDATE,214.013044,0.1289,7.87,123.2,0.010275,1.54,,9.0,,0.002,0,3.72585,0.7579,,
8181016,,FALSE POSITIVE,0.70914232,1.0094,1.936,2560,0.096073,7.27,147.19641,2.6,1887,0.0,0,0.14959,0.0136,30.906631,
8197761,,FALSE POSITIVE,9.86869589,0.984,2.876,5915,0.115642,21.68,107.57253,15.8,139,0.0,0,0.51376,0.1004,19.946049,
8223568,,CANDIDATE,143.09688,0.1129,17.74,125,0.010343,1.48,,6.4,,0.68,0,0.21871,0.5927,,
8223568,,CANDIDATE,73.4567573,,2.74,,,,,,,0.008,,,,,
8265156,,FALSE POSITIVE,0.978362973,0.267,1.206,37.1,0.005708,1.04,10.398751,15.9,1081,0.0,0,4.3571,0.0219,3.1166492,
11519226,,FALSE POSITIVE,22.16127178,1.277,3.699,5259,0.364388,69.44,408.60593,56.6,59,0.0,0,0.40963,0.1534,75.379135,
11756821,,FALSE POSITIVE,2.745121487,0.861,2.9845,14608,0.132887,9.55,732.3129,86.7,259,,0,0.36539,0.0341,120.76698,
11769146,,FALSE POSITIVE,282.9656538,0.426,21.4259,467860,0.683762,71.61,11276.919,1365.9,0,0.0,0,1.04907,0.8568,6440.794,
8263187,,CANDIDATE,36.566324,0.018,4.832,2943,0.048923,15.41,7.549121,8.1,9,0.0,0,3.15406,0.2296,3.5321512,
11826400,,FALSE POSITIVE,5.889372452,0.403,4.94674,56841,0.224521,50.78,10491.035,4146.7,231,,0,0.6397,0.0737,1167.0223,
7116117,,FALSE POSITIVE,0.566801886,0.3733,5.733,5.9,0.002284,0.54,7.4731584,16.3,1184,0.0,0,0.06421,0.0163,11.598962,
7868092,,FALSE POSITIVE,180.71809,0.8856,10.85,31.2,0.005888,1.28,,8.6,,,0,0.12959,0.7526,,
9826171,,FALSE POSITIVE,434.39148,0.9936,13.02,120.3,0.016734,1.59,,10.4,,,0,0.01662,1.0834,,
3936658,,FALSE POSITIVE,71.1577054,,4.85,,,,,,,,,,,,
4577484,,FALSE POSITIVE,73.26417,0.4719,5.54,38.4,0.005744,1.32,,3.0,,,0,2.55356,0.3543,,
5005618,,FALSE POSITIVE,681.9363102,0.828,7.94066,186528,0.544292,61.52,,5388.3,,,0,25.44333,1.5393,,
10847721,,FALSE POSITIVE,199.21638,0.5,9.23,62.5,0.007525,2.36,,10.6,,,0,1.43069,0.8893,,
9471539,,FALSE POSITIVE,273.528359,1.363,22.346,408.5,0.379729,115.4,,32.1,,,0,0.00204,1.0301,,
5482603,,FALSE POSITIVE,3.88258905,0.553,2.741,57.8,0.007177,0.78,8.53183,13.2,347,0.0,0,0.95809,0.0484,3.4126294,
2305819,,FALSE POSITIVE,135.57186,0.2687,9.94,41.2,0.005943,0.83,,5.7,,,0,1.0622,0.4754,,
9518710,,CANDIDATE,0.954388314,0.737,6.26,57.2,0.007467,2.27,10.909196,56.3,1414,,0,0.03322,0.0233,3.3218932,
10284575,,FALSE POSITIVE,173.06929,1.1262,12.84,576.7,0.152586,30.29,,19.9,,,0,0.0102,0.7005,,
10338624,,FALSE POSITIVE,0.607538435,0.9849,5.549,34.9,0.007279,1.34,8.4416685,30.4,852,0.04,0,0.0516,0.0159,4.294897,
5307990,,FALSE POSITIVE,0.98762513,0.547,1.127,28.6,0.00515,1.14,9.095842,14.8,1351,0.0,0,3.57429,0.0253,4.330964,
2142501,,FALSE POSITIVE,113.0707574,,9.03,,,,,,,,,,,,
2713018,,FALSE POSITIVE,66.713573,0.4916,4.487,63.9,0.007559,0.98,,6.7,,,0,4.23782,0.3394,,
8413968,,FALSE POSITIVE,135.223193,0.0177,8.989,56.3,0.006883,0.92,,8.9,,,0,1.60273,0.5234,,
8211605,,FALSE POSITIVE,20.9794338,1.284,3.762,2388.2,0.340387,24.76,46.379704,32.2,54,0.0,0,0.19081,0.1287,27.418436,
11098573,,FALSE POSITIVE,15.6937855,0.2227,5.149,367.7,0.01754,1.99,,14.2,,,0,0.95012,0.1219,,
9837586,,FALSE POSITIVE,20.73376301,0.993,5.8043,104599,0.499783,54.58,142.66794,97.3,26,0.0,0,1.27235,0.148,45.529156,
8308682,,FALSE POSITIVE,338.20075,0.2434,15.23,678.2,0.023523,2.08,,11.1,,,0,0.79307,0.9183,,
3344427,,FALSE POSITIVE,1.303570451,0.548,2.28163,332340,0.601921,235.58,2483.3396,573.2,955,,0,3.27512,0.0225,218.09883,
6205481,,FALSE POSITIVE,3.72277264,1.2672,15.869,1114.6,0.303216,22.78,,58.1,,,0,0.00368,0.0426,,
8435232,,FALSE POSITIVE,49.5740154,0.472,63.196,8772.9,0.087107,5.01,55.1036,200.6,25,0.0,0,0.00159,0.2131,15.804227,
5217733,,FALSE POSITIVE,161.2529031,0.227,24.3711,94008,0.289251,59.07,129.59291,576.6,6,0.0,0,0.19212,0.746,59.414787,
5706592,,CANDIDATE,8.6040858,0.4146,3.01,87.6,0.008743,0.94,7.3783555,6.4,159,0.367,0,2.06598,0.0836,4.7836475,
5716244,,FALSE POSITIVE,1.330333096,0.692,5.045,61867,0.24559,24.3,2587.2346,700.5,809,0.0,0,0.12705,0.0236,360.2912,
5731312,,FALSE POSITIVE,7.946367138,0.636,2.58667,278086,0.575498,36.01,16605.479,1228.9,167,,0,11.6118,0.0647,2484.7917,
5735878,,FALSE POSITIVE,16.832079803,0.218,7.79748,48374.6,0.203914,61.35,5343.073,5156.6,80,0.0,0,0.49795,0.1376,929.0034,
5736461,,FALSE POSITIVE,7.346159047,0.945,6.5974,121807,0.50282,44.48,3781.766,2541.2,178,0.0,0,0.3514,0.0714,449.17242,
5737869,,FALSE POSITIVE,26.2402438,0.36,3.024,174,0.012164,1.16,7.3192124,7.9,52,0.0,0,6.77994,0.1597,3.063289,
5771589,,FALSE POSITIVE,10.738427243,0.036,2.3544,1684.2,0.037816,6.96,358.12863,112.8,93,0.0,0,7.74714,0.097,75.812805,
6670742,,CANDIDATE,72.28198,0.2405,2.478,1265,0.033111,13.11,8.225384,5.4,5,0.005,0,40.65378,0.4318,5.959367,
6672229,,FALSE POSITIVE,23.832382513,0.664,7.06068,278997,0.584086,63.78,5312.4517,2389.2,0,,0,1.70152,0.1642,1637.1958,
6676725,,FALSE POSITIVE,1.428766771,0.354,3.9753,92.2,0.008907,1.01,10.793255,3.6,945,0.0,0,0.17745,0.0256,3.3493674,
6695622,,FALSE POSITIVE,14.5567427,0.4308,1.421,185.1,0.012745,1.38,8.018877,8.9,91,0.0,0,32.93584,0.1192,5.960252,
6695889,,FALSE POSITIVE,1.106560721,0.531,2.64151,253683,0.499618,47.63,6061.718,643.6,1216,,0,1.49694,0.0206,559.67114,
6697716,,FALSE POSITIVE,0.721624431,0.855,2.54242,157754,0.520137,40.61,11568.972,514.4,1860,0.0,0,0.93377,0.0139,856.8953,
6697976,,CANDIDATE,371.70965709,,4.65,,,,9.766876,,4,0.302,,,,8.586188,
7541746,,FALSE POSITIVE,4.1747072,,11.13,,,,9.792963,,332,0.006,,0.00124,,3.4507473,
7592529,,CANDIDATE,75.906736,0.0506,11.64,26.9,0.004771,0.63,8.695344,9.2,18,0.007,0,0.41033,0.3438,7.4784055,
7592922,,CANDIDATE,2.15888911,0.224,1.791,102.4,0.009185,0.72,8.309589,9.9,623,0.039,0,3.03983,0.0302,3.144066,
7597703,,FALSE POSITIVE,4.608901433,0.386,8.73393,378548,0.590973,48.72,20355.152,2624.6,0,0.0,0,0.2225,0.0511,2359.32,
7602351,,CANDIDATE,17.5806026,0.879,4.17,138.8,0.012611,1.87,7.4205017,8.4,75,0.078,0,0.26104,0.1352,2.8934782,
7605600,,FALSE POSITIVE,3.326193904,0.001,2.08375,178470,0.386166,14.72,3452.277,502.0,196,0.0,0,8.28627,0.031,449.32178,
8312222,,FALSE POSITIVE,12.823275455,0.93,5.32062,121991,0.491022,44.29,3967.1553,2541.7,106,0.0,0,1.14044,0.1039,559.0712,
8314801,,FALSE POSITIVE,37.183276326,0.003,14.0996,221205,0.431208,55,16099.348,2648.4,38,,0,0.3284,0.2062,4421.9624,
8316503,,FALSE POSITIVE,5.065329723,0.725,4.90392,155614,0.429764,60.35,13901.998,5497.0,266,0.0,0,0.68877,0.0584,1389.5559,
8330575,,FALSE POSITIVE,0.957079167,1.135,3.85011,48673.6,0.45386,72.76,9399.8545,3062.6,1402,,0,0.2009,0.0194,1031.7512,
8345358,,FALSE POSITIVE,9.380632783,1.084,4.295,65832.8,0.468628,46.72,1880.2516,1053.1,140,0.0,0,0.98063,0.0872,256.50833,
8358008,,FALSE POSITIVE,10.064687893,1.261,3.59854,10088,0.391049,30.11,580.1726,585.4,131,0.0,0,0.37543,0.0801,80.204765,
8362974,,CANDIDATE,2.71772323,0.197,3.22,70.3,0.007496,0.72,8.143619,9.3,254,0.997,0,0.67106,0.0356,4.565115,
8364119,,FALSE POSITIVE,7.73591011,0.613,5.01919,315131,0.605584,50.46,32753.13,3786.7,0,,0,1.69605,0.0722,5263.6807,
9278021,,FALSE POSITIVE,3.359470825,1.281,2.14715,2707.8,0.338588,129.93,593.68713,504.1,399,0.0,0,0.18907,0.0506,51.333126,
9284741,,FALSE POSITIVE,20.729255112,0.575,7.53677,341973,0.615142,53.87,12528.959,2957.7,0,0.0,0,1.40629,0.134,2993.0203,
9286728,,FALSE POSITIVE,3.04459739,0.385,7.638,66.1,0.007496,0.62,9.527407,18.2,447,0.113,0,0.05043,0.0386,5.649042,
9291368,,FALSE POSITIVE,3.796448299,0.249,11.5917,522879,0.693192,232.39,3443.7498,1487.2,0,,0,0.10517,0.0593,1003.35297,
9291368,,FALSE POSITIVE,3.79654367,1.081,11.4071,70781,0.475282,159.34,403.76572,283.7,26,,0,0.02989,0.0593,117.00692,
9301564,,CANDIDATE,23.9830523,0.096,8.77,83.2,0.008278,1.17,7.363395,11.3,29,0.208,0,0.30344,0.1582,3.870182,
9304561,,FALSE POSITIVE,1.219049953,0.0517,1.477,53.5,0.006735,2.48,8.412362,10.1,1094,0.25,0,3.28377,0.0249,10.486861,
9328852,,FALSE POSITIVE,0.64585177,1.138,1.97644,308504,1.010664,51.1,8782.887,808.3,1842,,0,3.86401,0.0115,1314.051,
10089123,,CANDIDATE,134.413808,0.1857,13.907,206.1,0.013076,1.69,8.684792,12.5,8,0.868,0,0.41635,0.5468,4.702929,
10091257,,FALSE POSITIVE,1.70192371,0.906,3.0271,49833,0.291345,40.15,7721.653,351.1,628,,0,0.44658,0.0287,734.7303,
10095512,,FALSE POSITIVE,3.008602107,0.948,4.34296,120272,0.501167,56.15,13952.613,502.0,356,0.0,0,0.51475,0.0403,1955.6256,
10098534,,FALSE POSITIVE,41.81145,0.0121,2.208,302,0.015824,1.4,7.6205,5.9,25,0.455,0,34.31366,0.2117,5.2003217,
10129482,,FALSE POSITIVE,0.846291334,0.779,1.79962,190191,0.536261,30.8,3594.6064,1049.3,1576,0.0,0,3.07327,0.0142,282.0145,
10156064,,FALSE POSITIVE,2.427967843,0.954,4.7847,126975,0.516428,108.33,31448.91,472.8,441,,0,0.3372,0.0423,7137.5513,
8555967,,CANDIDATE,347.97611,0.057,16.77,341.3,0.016926,1.62,8.54345,11.9,5,0.0,0,0.65123,0.9577,5.969478,
11198723,,FALSE POSITIVE,6.840305932,1.094,4.32742,124933,0.626114,62.08,5191.9297,2025.7,197,0.0,0,1.25497,0.0705,556.5768,
11199725,,FALSE POSITIVE,1.032967155,0.025,1.17,127.3,0.010249,21.22,20.868204,8.3,1198,0.0,0,5.66547,0.0287,3.4427924,
11200773,,FALSE POSITIVE,2.489550708,1.185,2.84685,29838.9,0.425743,36.91,3564.7332,443.6,544,0.0,0,0.49213,0.0341,258.41476,
11228612,,FALSE POSITIVE,2.980479588,0.479,3.72527,375343,0.616794,70.52,16859.463,1737.7,0,,0,1.82117,0.0399,1939.0154,
11233911,,FALSE POSITIVE,2.479948394,0.67,5.7219,150682,0.396857,35.62,7268.926,489.6,436,0.0,0,0.22375,0.034,669.6739,
11234677,,FALSE POSITIVE,1.58742695,0.718,2.66475,76162,0.277757,37.64,6111.0522,1150.7,674,,0,0.88405,0.028,505.18195,
3858767,,FALSE POSITIVE,3.49550335,0.0843,3.799,60.9,0.007058,0.66,9.167092,9.6,307,0.0,0,0.54893,0.0441,4.6506104,
3936061,,CANDIDATE,71.008017,0.1788,5.395,170.2,0.011971,1.11,7.535663,6.6,19,0.262,0,3.76818,0.3221,4.7183614,
3938073,,FALSE POSITIVE,31.024310431,1.009,7.63621,96480.3,0.490678,93.29,7443.9375,4403.8,46,0.0,0,0.77724,0.1996,2474.559,
3972391,,FALSE POSITIVE,0.634131057,0.0891,2.851,27.1,0.004806,0.58,7.3173795,11.7,1683,0.0,0,0.2768,0.0144,12.739111,
3972432,,CANDIDATE,2.90805147,0.771,2.812,103.1,0.01017,0.97,8.963207,8.3,368,0.0,0,0.31916,0.0394,3.7815685,
3973002,,FALSE POSITIVE,1.992098705,1.069,4.03833,69414,0.466485,45.85,5342.1294,1186.0,542,0.0,0,0.29939,0.0308,422.76193,
5025217,,FALSE POSITIVE,1.78752921,0.064,5.315,62.9,0.007309,5.86,10.178919,16.0,604,,0,0.11019,0.0377,3.8581834,
5025294,,FALSE POSITIVE,5.462689263,1.298,3.2605,4184.6,0.373854,36.25,500.239,82.6,200,0.0,0,0.12981,0.0579,53.067505,
5026187,,FALSE POSITIVE,3.58966681,1.209,18.534,421.3,0.22878,95.86,11.520877,102.3,298,0.443,0,0.00293,0.0554,3.3957994,
5031804,,FALSE POSITIVE,1.37347867,0.9848,12.62,289.9,0.022179,4.25,7.2290244,27.2,979,0.0,0,0.01045,0.0257,3.9164815,
5031882,,FALSE POSITIVE,1.00960235,0.992,7.847,31.9,0.007366,1.94,7.8120313,12.5,1341,0.067,0,0.01931,0.0205,3.1769016,
5036516,,FALSE POSITIVE,1.060996585,1.141,2.6494,41142,0.441483,64.99,905.40314,339.5,84,0.0,0,0.44088,0.02,149.23279,
5036530,,FALSE POSITIVE,2.735152701,0.955,0.1046,283.3,0.019633,3.27,7.195924,4.7,501,0.027,0,918.75239,0.0422,2.7941089,
5036530,,FALSE POSITIVE,1.36513839,,1.86,,,,8.693157,,478,0.009,,,,4.2197404,
5781192,,FALSE POSITIVE,9.459993213,0.743,5.3012,237595,0.573221,51.89,25761.838,3164.4,143,,0,1.43619,0.0853,4071.0237,
5802285,,FALSE POSITIVE,1.208524388,1.259,1.8478,4759.6,0.34891,26.71,343.8974,181.3,887,,0,0.26634,0.0203,36.805275,
5802470,,FALSE POSITIVE,3.79187443,0.798,3.5521,230736,0.601527,47.49,15494.061,1111.9,281,0.0,0,1.93996,0.0441,1967.0277,
5807579,,FALSE POSITIVE,17.844323157,0.757,5.07999,222364,0.559159,90.67,11564.339,4456.6,76,0.0,0,2.91006,0.1357,2982.9067,
5809372,,FALSE POSITIVE,34.6506368,0.973,10.287,502.5,0.027019,12.35,10.227767,21.6,39,0.389,0,0.00966,0.2561,3.4713614,
5860347,,CANDIDATE,2.56271232,0.346,2.163,29.4,0.004923,0.48,7.317505,8.2,402,0.028,0,1.80769,0.0344,3.033828,
5894825,,FALSE POSITIVE,1.36293943,1.13,10.32,54.4,0.136014,31.28,9.453849,15.8,994,0.582,0,0.01503,0.0276,3.4615695,
8374394,,FALSE POSITIVE,185.103836,0.019,4.19,581.4,0.021516,14.63,7.1754837,10.9,7,0.259,0,22.61286,0.6719,4.777091,
6706287,,FALSE POSITIVE,1.267693801,0.589,3.57993,333641,0.617872,64.84,15106.515,713.8,0,,0,0.87993,0.0215,1226.426,
6715997,,CANDIDATE,15.08186,0.7171,4.004,81.6,0.008867,0.98,7.407204,7.1,89,0.41,0,0.70973,0.115,8.074604,
6763884,,CANDIDATE,2.44693823,0.611,0.954,26.4,0.00495,0.56,7.28359,9.0,544,0.08,0,12.11538,0.0358,2.9290295,
6778289,,FALSE POSITIVE,30.130130001,0.631,13.4919,280751,0.569395,83.75,15425.731,2583.7,0,,0,0.30788,0.2058,4615.7544,
6781047,,FALSE POSITIVE,7.0435762,,15.76,,,,8.967848,,198,0.013,,0.00103,,6.995789,
6781535,,FALSE POSITIVE,9.12208711,1.104,4.62417,58790.4,0.464111,52.66,5104.599,1599.1,150,0.0,0,0.70059,0.0849,762.52704,
8440062,,FALSE POSITIVE,366.71923,0.592,9.8,246.4,0.014984,3.35,8.195831,9.8,4,0.0,0,1.84205,1.0767,5.658397,
7622072,,FALSE POSITIVE,6.373454978,1.284,3.9377,6084.6,0.376799,51.6,1225.7109,258.1,420,0.0,0,0.11607,0.0633,108.577484,
7630658,,FALSE POSITIVE,1.075577069,0.886,4.11779,140584,0.49952,69.11,16096.433,1589.6,1220,0.0,0,0.31111,0.0203,1164.0264,
7631194,,FALSE POSITIVE,0.811390968,0.345,1.0114,139.9,0.010813,14.74,11.277555,19.2,1316,0.0,0,5.78123,0.0238,4.660115,
7662209,,FALSE POSITIVE,14.6494599,0.175,2.883,221,0.013335,1,7.7047367,7.4,90,0.159,0,5.12828,0.1023,15.274339,
7663804,,FALSE POSITIVE,321.00742,0.6639,13.01,307.1,0.016903,3.7,7.2363176,11.1,4,0.0,0,0.56181,0.8746,7.043546,
7668648,,FALSE POSITIVE,27.81892382,0.606,8.3777,238224,0.500443,50,5966.992,156.8,51,0.0,0,1.03359,0.1795,2781.6868,
7670485,,FALSE POSITIVE,8.467706136,1.054,4.05376,77323.6,0.477765,43.98,6199.2515,976.0,318,0.0,0,1.20111,0.0794,617.47906,
7670617,,FALSE POSITIVE,24.70361995,0.206,6.9719,217538,0.424455,30.13,4912.5977,268.7,55,0.0,0,1.72295,0.1484,2300.6394,
8374499,,FALSE POSITIVE,5.251918489,0.317,5.59653,296478,0.513326,51.51,14686.157,6979.7,258,0.0,0,0.82803,0.0591,1573.9478,
8378656,,FALSE POSITIVE,3.62944008,0.253,5.94104,130083,0.335823,40.08,14726.335,5131.4,369,0.0,0,0.33787,0.046,2025.4147,
8379547,,FALSE POSITIVE,6.042029838,0.689,8.0666,132864,0.373543,23.94,4202.9165,312.5,225,0.0,0,0.16781,0.0544,543.8765,
8381592,,FALSE POSITIVE,2.892087553,1.062,3.16757,71631,0.471271,47.55,3174.9177,563.9,455,0.0,0,0.84698,0.0379,283.66302,
8382339,,FALSE POSITIVE,5.40597608,0.013,2.79,461,0.018956,31.78,15.072552,23.5,121,0.0,0,2.22588,0.0882,3.6483917,
8394475,,CANDIDATE,3.64049242,0.181,1.194,42.1,0.005936,0.61,7.847151,9.5,365,0.912,0,17.48299,0.0466,4.730808,
8398290,,FALSE POSITIVE,0.510804497,0.81,2.539,42.7,0.006638,1.58,9.142647,15.4,1325,0.317,0,0.15094,0.014,3.812298,
9334490,,FALSE POSITIVE,18.84497113,0.895,4.9442,4143.4,0.070473,5.35,181.69836,79.8,72,0.0,0,0.26757,0.1211,43.21606,
9340411,,CANDIDATE,5.1581317,0.032,7.773,37.9,0.005502,2.02,8.398017,13.0,264,0.05,0,0.09587,0.0643,3.223683,
9353182,,FALSE POSITIVE,10.476258265,0.318,7.77203,120206,0.322717,54.13,12819.482,8251.5,126,,0,0.40061,0.0961,1901.6523,
9357275,,FALSE POSITIVE,1.588298157,0.855,4.37027,165034,0.524793,120,21201.256,1071.6,673,0.0,0,0.37447,0.0318,2582.7007,
9357375,,FALSE POSITIVE,1.58826263,0.021,2.655,78.9,0.00794,0.47,7.4616175,8.5,672,0.856,0,0.75056,0.022,2.8715885,
9392702,,FALSE POSITIVE,3.909314318,0.776,5.36124,97123.4,0.340794,42.54,6211.1597,1587.6,208,,0,0.29105,0.0493,832.2981,
8524110,,FALSE POSITIVE,0.79708975,0.53,3.301,19.3,0.004151,0.54,8.795994,9.8,1681,,0,0.15568,0.0167,3.1731455,
